species	protein_record_id	sequence_header	symbol	ensembl_gene_id	ensembl_protein_id	translation_id	orthology_type	taxonomy_level	clade	phylum	broad_clade	is_query	is_reference	length_aa	retrieval_status	header_label_source	metadata_object_id	metadata_organism_name	metadata_pub_gene_id	metadata_description	metadata_og_name	metadata_raw_header	scientific_name	common_name	species_display_label	preferred_public_gene_label	preferred_protein_name	preferred_public_label	nomenclature_leaf_label	description	biotype	canonical_translation	reviewed_status	protein_existence	uniprot_accession	uniprot_entry_id	gene_synonyms	protein_alternative_names	subcellular_locations	keyword_list	ec_numbers	alphafold_accession	alphafold_entry_id	alphafold_model_url	alphafold_source_label	metadata_error
ovis_aries	ovis_aries__ENSOARP00020081751	ovis_aries|ProteinRecordID=ovis_aries__ENSOARP00020081751|Gene=ENSOARG00020077777|EnsemblGene=ENSOARG00020077777|Protein=ENSOARP00020081751	ENSOARG00020077777	ENSOARG00020077777	ENSOARP00020081751	ENSOARP00020081751	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	369	ok	ensembl							ovis aries		Ovis aries	ENSOARG00020077777		ENSOARG00020077777, Ovis aries	ENSOARG00020077777, Ovis aries			ENSOARP00020081751			A0ACI6PIJ9							A0ACI6PIJ9	AF-A0ACI6PIJ9-F1			
rhinolophus_ferrumequinum	rhinolophus_ferrumequinum__ENSRFEP00010005476	rhinolophus_ferrumequinum|ProteinRecordID=rhinolophus_ferrumequinum__ENSRFEP00010005476|Gene=ENSRFEG00010003763|EnsemblGene=ENSRFEG00010003763|Protein=ENSRFEP00010005476	ENSRFEG00010003763	ENSRFEG00010003763	ENSRFEP00010005476	ENSRFEP00010005476	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							rhinolophus ferrumequinum	Greater horseshoe bat	Greater horseshoe bat	ENSRFEG00010003763		ENSRFEG00010003763, Greater horseshoe bat	ENSRFEG00010003763, Greater horseshoe bat			ENSRFEP00010005476			A0A671DX34							A0A671DX34	AF-A0A671DX34-F1			
propithecus_coquereli	propithecus_coquereli__ENSPCOP00000028745	propithecus_coquereli|ProteinRecordID=propithecus_coquereli__ENSPCOP00000028745|Gene=ENSPCOG00000027040|EnsemblGene=ENSPCOG00000027040|Protein=ENSPCOP00000028745	ENSPCOG00000027040	ENSPCOG00000027040	ENSPCOP00000028745	ENSPCOP00000028745	ortholog_one2one	Primates	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							propithecus coquereli	Coquerel's sifaka	Coquerel's sifaka	ENSPCOG00000027040		ENSPCOG00000027040, Coquerel's sifaka	ENSPCOG00000027040, Coquerel's sifaka			ENSPCOP00000028745			A0A2K6GR90							A0A2K6GR90	AF-A0A2K6GR90-F1			
octodon_degus	octodon_degus__ENSODEP00000019653	octodon_degus|ProteinRecordID=octodon_degus__ENSODEP00000019653|Gene=ENSODEG00000014507|EnsemblGene=ENSODEG00000014507|Protein=ENSODEP00000019653	ENSODEG00000014507	ENSODEG00000014507	ENSODEP00000019653	ENSODEP00000019653	ortholog_one2one	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	338	ok	ensembl							octodon degus	Degu	Degu	ENSODEG00000014507		ENSODEG00000014507, Degu	ENSODEG00000014507, Degu			ENSODEP00000019653														
canis_lupus_familiaris	canis_lupus_familiaris__ENSCAFP00845030635	canis_lupus_familiaris|ProteinRecordID=canis_lupus_familiaris__ENSCAFP00845030635|Gene=ENSCAFG00845022116|EnsemblGene=ENSCAFG00845022116|Protein=ENSCAFP00845030635	ENSCAFG00845022116	ENSCAFG00845022116	ENSCAFP00845030635	ENSCAFP00845030635	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	349	ok	ensembl							canis lupus familiaris		Canis lupus familiaris	ENSCAFG00845022116		ENSCAFG00845022116, Canis lupus familiaris	ENSCAFG00845022116, Canis lupus familiaris			ENSCAFP00845030635			A0A8I3PDQ9							A0A8I3PDQ9	AF-A0A8I3PDQ9-F1			
delphinapterus_leucas	delphinapterus_leucas__ENSDLEP00000008442	delphinapterus_leucas|ProteinRecordID=delphinapterus_leucas__ENSDLEP00000008442|Gene=ENSDLEG00000006194|EnsemblGene=ENSDLEG00000006194|Protein=ENSDLEP00000008442	ENSDLEG00000006194	ENSDLEG00000006194	ENSDLEP00000008442	ENSDLEP00000008442	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							delphinapterus leucas	Beluga whale	Beluga whale	ENSDLEG00000006194		ENSDLEG00000006194, Beluga whale	ENSDLEG00000006194, Beluga whale			ENSDLEP00000008442														
cavia_porcellus	cavia_porcellus__ENSCPOP00000001204	cavia_porcellus|ProteinRecordID=cavia_porcellus__ENSCPOP00000001204|Gene=ENSCPOG00000001327|EnsemblGene=ENSCPOG00000001327|Protein=ENSCPOP00000001204	ENSCPOG00000001327	ENSCPOG00000001327	ENSCPOP00000005198	ENSCPOP00000001204	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	450	ok	ensembl							cavia porcellus	Guinea Pig	Guinea Pig	ENSCPOG00000001327		ENSCPOG00000001327, Guinea Pig	ENSCPOG00000001327, Guinea Pig			ENSCPOP00000001204			H0V689							H0V689	AF-H0V689-F1			
cavia_porcellus	cavia_porcellus__ENSCPOP00000005198	cavia_porcellus|ProteinRecordID=cavia_porcellus__ENSCPOP00000005198|Gene=ENSCPOG00000005765|EnsemblGene=ENSCPOG00000005765|Protein=ENSCPOP00000005198	ENSCPOG00000005765	ENSCPOG00000005765	ENSCPOP00000005198	ENSCPOP00000005198	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	273	ok	ensembl							cavia porcellus	Guinea Pig	Guinea Pig	ENSCPOG00000005765		ENSCPOG00000005765, Guinea Pig	ENSCPOG00000005765, Guinea Pig			ENSCPOP00000005198			H0V689							H0V689	AF-H0V689-F1			
rhinopithecus_bieti	rhinopithecus_bieti__ENSRBIP00000033562	rhinopithecus_bieti|ProteinRecordID=rhinopithecus_bieti__ENSRBIP00000033562|Gene=ENSRBIG00000040523|EnsemblGene=ENSRBIG00000040523|Protein=ENSRBIP00000033562	ENSRBIG00000040523	ENSRBIG00000040523	ENSRBIP00000033562	ENSRBIP00000033562	ortholog_one2one	Simiiformes	tetrapods	Chordata	tetrapods	False	False	366	ok	ensembl							rhinopithecus bieti	Black snub-nosed monkey	Black snub-nosed monkey	ENSRBIG00000040523		ENSRBIG00000040523, Black snub-nosed monkey	ENSRBIG00000040523, Black snub-nosed monkey			ENSRBIP00000033562			A0A2K6MCQ5							A0A2K6MCQ5	AF-A0A2K6MCQ5-F1			
bos_indicus_hybrid	bos_indicus_hybrid__ENSBIXP00005003603	bos_indicus_hybrid|ProteinRecordID=bos_indicus_hybrid__ENSBIXP00005003603|Gene=ENSBIXG00005009756|EnsemblGene=ENSBIXG00005009756|Protein=ENSBIXP00005003603	ENSBIXG00005009756	ENSBIXG00005009756	ENSBIXP00005003603	ENSBIXP00005003603	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	363	ok	ensembl							bos indicus hybrid		Bos indicus hybrid	ENSBIXG00005009756		ENSBIXG00005009756, Bos indicus hybrid	ENSBIXG00005009756, Bos indicus hybrid			ENSBIXP00005003603														
pteropus_vampyrus	pteropus_vampyrus__ENSPVAP00000002627	pteropus_vampyrus|ProteinRecordID=pteropus_vampyrus__ENSPVAP00000002627|Gene=ENSPVAG00000002782|EnsemblGene=ENSPVAG00000002782|Protein=ENSPVAP00000002627	ENSPVAG00000002782	ENSPVAG00000002782	ENSPVAP00000002627	ENSPVAP00000002627	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	363	ok	ensembl							pteropus vampyrus	Megabat	Megabat	ENSPVAG00000002782		ENSPVAG00000002782, Megabat	ENSPVAG00000002782, Megabat			ENSPVAP00000002627														
carlito_syrichta	carlito_syrichta__ENSTSYP00000013113	carlito_syrichta|ProteinRecordID=carlito_syrichta__ENSTSYP00000013113|Gene=ENSTSYG00000026475|EnsemblGene=ENSTSYG00000026475|Protein=ENSTSYP00000013113	ENSTSYG00000026475	ENSTSYG00000026475	ENSTSYP00000031635	ENSTSYP00000013113	ortholog_one2many	Haplorrhini	other_vertebrates	Haplorrhini	other_vertebrates	False	False	350	ok	ensembl							carlito syrichta	Tarsier	Tarsier	ENSTSYG00000026475		ENSTSYG00000026475, Tarsier	ENSTSYG00000026475, Tarsier			ENSTSYP00000013113														
carlito_syrichta	carlito_syrichta__ENSTSYP00000031635	carlito_syrichta|ProteinRecordID=carlito_syrichta__ENSTSYP00000031635|Gene=ENSTSYG00000014277|EnsemblGene=ENSTSYG00000014277|Protein=ENSTSYP00000031635	ENSTSYG00000014277	ENSTSYG00000014277	ENSTSYP00000031635	ENSTSYP00000031635	ortholog_one2many	Haplorrhini	other_vertebrates	Haplorrhini	other_vertebrates	False	False	352	ok	ensembl							carlito syrichta	Tarsier	Tarsier	ENSTSYG00000014277		ENSTSYG00000014277, Tarsier	ENSTSYG00000014277, Tarsier			ENSTSYP00000031635														
felis_catus	felis_catus__ENSFCTP00005044893	felis_catus|ProteinRecordID=felis_catus__ENSFCTP00005044893|Gene=ENSFCTG00005021349|EnsemblGene=ENSFCTG00005021349|Protein=ENSFCTP00005044893	ENSFCTG00005021349	ENSFCTG00005021349	ENSFCTP00005044893	ENSFCTP00005044893	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	383	ok	ensembl							felis catus		Felis catus	ENSFCTG00005021349		ENSFCTG00005021349, Felis catus	ENSFCTG00005021349, Felis catus			ENSFCTP00005044893			A0ABI7ZCS0							A0ABI7ZCS0	AF-A0ABI7ZCS0-F1			
peromyscus_maniculatus_bairdii	peromyscus_maniculatus_bairdii__ENSPEMP00000009129	peromyscus_maniculatus_bairdii|ProteinRecordID=peromyscus_maniculatus_bairdii__ENSPEMP00000009129|Gene=ENSPEMG00000010519|EnsemblGene=ENSPEMG00000010519|Protein=ENSPEMP00000009129	ENSPEMG00000010519	ENSPEMG00000010519	ENSPEMP00000026229	ENSPEMP00000009129	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	206	ok	ensembl							peromyscus maniculatus bairdii	Northern American deer mouse	Northern American deer mouse	ENSPEMG00000010519		ENSPEMG00000010519, Northern American deer mouse	ENSPEMG00000010519, Northern American deer mouse			ENSPEMP00000009129			A0A8C8U9G0							A0A8C8U9G0	AF-A0A8C8U9G0-F1			
peromyscus_maniculatus_bairdii	peromyscus_maniculatus_bairdii__ENSPEMP00000026229	peromyscus_maniculatus_bairdii|ProteinRecordID=peromyscus_maniculatus_bairdii__ENSPEMP00000026229|Gene=ENSPEMG00000022404|EnsemblGene=ENSPEMG00000022404|Protein=ENSPEMP00000026229	ENSPEMG00000022404	ENSPEMG00000022404	ENSPEMP00000026229	ENSPEMP00000026229	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							peromyscus maniculatus bairdii	Northern American deer mouse	Northern American deer mouse	ENSPEMG00000022404		ENSPEMG00000022404, Northern American deer mouse	ENSPEMG00000022404, Northern American deer mouse			ENSPEMP00000026229			A0A8C8U9G0							A0A8C8U9G0	AF-A0A8C8U9G0-F1			
canis_lupus_dingo	canis_lupus_dingo__ENSCAFP00020010042	canis_lupus_dingo|ProteinRecordID=canis_lupus_dingo__ENSCAFP00020010042|Gene=ENSCAFG00020008153|EnsemblGene=ENSCAFG00020008153|Protein=ENSCAFP00020010042	ENSCAFG00020008153	ENSCAFG00020008153	ENSCAFP00020010042	ENSCAFP00020010042	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	396	ok	ensembl							canis lupus dingo	Dingo	Dingo	ENSCAFG00020008153		ENSCAFG00020008153, Dingo	ENSCAFG00020008153, Dingo			ENSCAFP00020010042			A0A8C0K4L0							A0A8C0K4L0	AF-A0A8C0K4L0-F1			
saimiri_boliviensis_boliviensis	saimiri_boliviensis_boliviensis__ENSSBOP00000029762	saimiri_boliviensis_boliviensis|ProteinRecordID=saimiri_boliviensis_boliviensis__ENSSBOP00000029762|Gene=ENSSBOG00000031180|EnsemblGene=ENSSBOG00000031180|Protein=ENSSBOP00000029762	ENSSBOG00000031180	ENSSBOG00000031180	ENSSBOP00000029762	ENSSBOP00000029762	ortholog_one2one	Simiiformes	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							saimiri boliviensis boliviensis	Bolivian squirrel monkey	Bolivian squirrel monkey	ENSSBOG00000031180		ENSSBOG00000031180, Bolivian squirrel monkey	ENSSBOG00000031180, Bolivian squirrel monkey			ENSSBOP00000029762			A0A2K6UCW2							A0A2K6UCW2	AF-A0A2K6UCW2-F1			
otolemur_garnettii	otolemur_garnettii__ENSOGAP00000005684	otolemur_garnettii|ProteinRecordID=otolemur_garnettii__ENSOGAP00000005684|Gene=ENSOGAG00000006360|EnsemblGene=ENSOGAG00000006360|Protein=ENSOGAP00000005684	ENSOGAG00000006360	ENSOGAG00000006360	ENSOGAP00000005684	ENSOGAP00000005684	ortholog_one2one	Primates	holostei	Chordata	holostei	False	False	324	ok	ensembl							otolemur garnettii	Bushbaby	Bushbaby	ENSOGAG00000006360		ENSOGAG00000006360, Bushbaby	ENSOGAG00000006360, Bushbaby			ENSOGAP00000005684			H0WU12							H0WU12	AF-H0WU12-F1			
myotis_lucifugus	myotis_lucifugus__ENSMLUP00000005354	myotis_lucifugus|ProteinRecordID=myotis_lucifugus__ENSMLUP00000005354|Gene=ENSMLUG00000005858|EnsemblGene=ENSMLUG00000005858|Protein=ENSMLUP00000005354	ENSMLUG00000005858	ENSMLUG00000005858	ENSMLUP00000005354	ENSMLUP00000005354	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							myotis lucifugus	Microbat	Microbat	ENSMLUG00000005858		ENSMLUG00000005858, Microbat	ENSMLUG00000005858, Microbat			ENSMLUP00000005354			G1P5Q2							G1P5Q2	AF-G1P5Q2-F1			
bison_bison_bison	bison_bison_bison__ENSBBBP00000012858	bison_bison_bison|ProteinRecordID=bison_bison_bison__ENSBBBP00000012858|Gene=ENSBBBG00000020509|EnsemblGene=ENSBBBG00000020509|Protein=ENSBBBP00000012858	ENSBBBG00000020509	ENSBBBG00000020509	ENSBBBP00000012858	ENSBBBP00000012858	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	289	ok	ensembl							bison bison bison	American bison	American bison	ENSBBBG00000020509		ENSBBBG00000020509, American bison	ENSBBBG00000020509, American bison			ENSBBBP00000012858														
monodon_monoceros	monodon_monoceros__ENSMMNP00015014480	monodon_monoceros|ProteinRecordID=monodon_monoceros__ENSMMNP00015014480|Gene=ENSMMNG00015010681|EnsemblGene=ENSMMNG00015010681|Protein=ENSMMNP00015014480	ENSMMNG00015010681	ENSMMNG00015010681	ENSMMNP00015014480	ENSMMNP00015014480	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							monodon monoceros	Narwhal	Narwhal	ENSMMNG00015010681		ENSMMNG00015010681, Narwhal	ENSMMNG00015010681, Narwhal			ENSMMNP00015014480			A0A8C6F6T6							A0A8C6F6T6	AF-A0A8C6F6T6-F1			
chlorocebus_sabaeus	chlorocebus_sabaeus__ENSCSAP00000010340	chlorocebus_sabaeus|ProteinRecordID=chlorocebus_sabaeus__ENSCSAP00000010340|Gene=ENSCSAG00000014204|EnsemblGene=ENSCSAG00000014204|Protein=ENSCSAP00000010340	ENSCSAG00000014204	ENSCSAG00000014204	ENSCSAP00000010340	ENSCSAP00000010340	ortholog_one2one	Catarrhini	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							chlorocebus sabaeus	Vervet-AGM	Vervet-AGM	ENSCSAG00000014204		ENSCSAG00000014204, Vervet-AGM	ENSCSAG00000014204, Vervet-AGM			ENSCSAP00000010340			A0A0D9RP01							A0A0D9RP01	AF-A0A0D9RP01-F1			
mus_pahari	mus_pahari__MGP_PahariEiJ_P0082621	mus_pahari|ProteinRecordID=mus_pahari__MGP_PahariEiJ_P0082621|Gene=MGP_PahariEiJ_G0029593|EnsemblGene=MGP_PahariEiJ_G0029593|Protein=MGP_PahariEiJ_P0082621	MGP_PahariEiJ_G0029593	MGP_PahariEiJ_G0029593	MGP_PahariEiJ_P0082622	MGP_PahariEiJ_P0082621	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	260	ok	ensembl							mus pahari		Mus pahari	MGP_PahariEiJ_G0029593		MGP_PahariEiJ_G0029593, Mus pahari	MGP_PahariEiJ_G0029593, Mus pahari			MGP_PahariEiJ_P0082621														
mus_pahari	mus_pahari__MGP_PahariEiJ_P0082622	mus_pahari|ProteinRecordID=mus_pahari__MGP_PahariEiJ_P0082622|Gene=MGP_PahariEiJ_G0029594|EnsemblGene=MGP_PahariEiJ_G0029594|Protein=MGP_PahariEiJ_P0082622	MGP_PahariEiJ_G0029594	MGP_PahariEiJ_G0029594	MGP_PahariEiJ_P0082622	MGP_PahariEiJ_P0082622	ortholog_one2many	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	302	ok	ensembl							mus pahari		Mus pahari	MGP_PahariEiJ_G0029594		MGP_PahariEiJ_G0029594, Mus pahari	MGP_PahariEiJ_G0029594, Mus pahari			MGP_PahariEiJ_P0082622														
aotus_nancymaae	aotus_nancymaae__ENSANAP00000009228	aotus_nancymaae|ProteinRecordID=aotus_nancymaae__ENSANAP00000009228|Gene=ENSANAG00000022608|EnsemblGene=ENSANAG00000022608|Protein=ENSANAP00000009228	ENSANAG00000022608	ENSANAG00000022608	ENSANAP00000009228	ENSANAP00000009228	ortholog_one2one	Simiiformes	tetrapods	Chordata	tetrapods	False	False	376	ok	ensembl							aotus nancymaae	Ma's night monkey	Ma's night monkey	ENSANAG00000022608		ENSANAG00000022608, Ma's night monkey	ENSANAG00000022608, Ma's night monkey			ENSANAP00000009228			A0A2K5CKI9							A0A2K5CKI9	AF-A0A2K5CKI9-F1			
microcebus_murinus	microcebus_murinus__ENSMICP00000011421	microcebus_murinus|ProteinRecordID=microcebus_murinus__ENSMICP00000011421|Gene=ENSMICG00000012540|EnsemblGene=ENSMICG00000012540|Protein=ENSMICP00000011421	ENSMICG00000012540	ENSMICG00000012540	ENSMICP00000011421	ENSMICP00000011421	ortholog_one2one	Primates	tetrapods	Chordata	tetrapods	False	False	341	ok	ensembl							microcebus murinus	Mouse Lemur	Mouse Lemur	ENSMICG00000012540		ENSMICG00000012540, Mouse Lemur	ENSMICG00000012540, Mouse Lemur			ENSMICP00000011421			A0A8B7HV22							A0A8B7HV22	AF-A0A8B7HV22-F1			
oryctolagus_cuniculus	oryctolagus_cuniculus__ENSOCUP00000001940	oryctolagus_cuniculus|ProteinRecordID=oryctolagus_cuniculus__ENSOCUP00000001940|Gene=ENSOCUG00000002249|EnsemblGene=ENSOCUG00000002249|Protein=ENSOCUP00000001940	ENSOCUG00000002249	ENSOCUG00000002249	ENSOCUP00000001940	ENSOCUP00000001940	ortholog_one2one	Euarchontoglires	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							oryctolagus cuniculus	Rabbit	Rabbit	ENSOCUG00000002249		ENSOCUG00000002249, Rabbit	ENSOCUG00000002249, Rabbit			ENSOCUP00000001940			G1SH49							G1SH49	AF-G1SH49-F1			
phocoena_sinus	phocoena_sinus__ENSPSNP00000014768	phocoena_sinus|ProteinRecordID=phocoena_sinus__ENSPSNP00000014768|Gene=ENSPSNG00000010883|EnsemblGene=ENSPSNG00000010883|Protein=ENSPSNP00000014768	ENSPSNG00000010883	ENSPSNG00000010883	ENSPSNP00000014768	ENSPSNP00000014768	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							phocoena sinus	Vaquita	Vaquita	ENSPSNG00000010883		ENSPSNG00000010883, Vaquita	ENSPSNG00000010883, Vaquita			ENSPSNP00000014768			A0A8C9C0X1							A0A8C9C0X1	AF-A0A8C9C0X1-F1			
monodelphis_domestica	monodelphis_domestica__ENSMODP00000010680	monodelphis_domestica|ProteinRecordID=monodelphis_domestica__ENSMODP00000010680|Gene=ENSMODG00000008587|EnsemblGene=ENSMODG00000008587|Protein=ENSMODP00000010680	ENSMODG00000008587	ENSMODG00000008587	ENSMODP00000010680	ENSMODP00000010680	ortholog_one2one	Theria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							monodelphis domestica	Opossum	Opossum	ENSMODG00000008587		ENSMODG00000008587, Opossum	ENSMODG00000008587, Opossum			ENSMODP00000010680			F7CCB2							F7CCB2	AF-F7CCB2-F1			
prolemur_simus	prolemur_simus__ENSPSMP00000037484	prolemur_simus|ProteinRecordID=prolemur_simus__ENSPSMP00000037484|Gene=ENSPSMG00000025761|EnsemblGene=ENSPSMG00000025761|Protein=ENSPSMP00000037484	ENSPSMG00000025761	ENSPSMG00000025761	ENSPSMP00000037484	ENSPSMP00000037484	ortholog_one2one	Primates	tetrapods	Chordata	tetrapods	False	False	354	ok	ensembl							prolemur simus	Greater bamboo lemur	Greater bamboo lemur	ENSPSMG00000025761		ENSPSMG00000025761, Greater bamboo lemur	ENSPSMG00000025761, Greater bamboo lemur			ENSPSMP00000037484			A0A8C9AVK0							A0A8C9AVK0	AF-A0A8C9AVK0-F1			
bos_mutus	bos_mutus__ENSBMUP00000033815	bos_mutus|ProteinRecordID=bos_mutus__ENSBMUP00000033815|Gene=ENSBMUG00000025204|EnsemblGene=ENSBMUG00000025204|Protein=ENSBMUP00000033815	ENSBMUG00000025204	ENSBMUG00000025204	ENSBMUP00000033815	ENSBMUP00000033815	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	339	ok	ensembl							bos mutus	Wild yak	Wild yak	ENSBMUG00000025204		ENSBMUG00000025204, Wild yak	ENSBMUG00000025204, Wild yak			ENSBMUP00000033815														
ursus_maritimus	ursus_maritimus__ENSUMAP00000018775	ursus_maritimus|ProteinRecordID=ursus_maritimus__ENSUMAP00000018775|Gene=ENSUMAG00000013783|EnsemblGene=ENSUMAG00000013783|Protein=ENSUMAP00000018775	ENSUMAG00000013783	ENSUMAG00000013783	ENSUMAP00000018775	ENSUMAP00000018775	ortholog_one2one	Boreoeutheria	tetrapods	Chordata	tetrapods	False	False	289	ok	ensembl							ursus maritimus	Polar bear	Polar bear	ENSUMAG00000013783		ENSUMAG00000013783, Polar bear	ENSUMAG00000013783, Polar bear			ENSUMAP00000018775														
drosophila_melanogaster	drosophila_melanogaster__FBpp0077552	drosophila_melanogaster|ProteinRecordID=drosophila_melanogaster__FBpp0077552|Gene=FBgn0031360|EnsemblGene=FBgn0031360|Protein=FBpp0077552	FBgn0031360	FBgn0031360	FBpp0077552	FBpp0077552	ortholog_one2one	Bilateria	other_vertebrates	Arthropoda	other_vertebrates	False	False	321	ok	ensembl							drosophila melanogaster	Drosophila melanogaster - (Fruit fly)	Drosophila melanogaster - (Fruit fly)	FBgn0031360		FBgn0031360, Drosophila melanogaster - (Fruit fly)	FBgn0031360, Drosophila melanogaster - (Fruit fly)			FBpp0077552														
ciona_intestinalis	ciona_intestinalis__ENSCINP00000034199	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000034199|Gene=ENSCING00000018555|EnsemblGene=ENSCING00000018555|Protein=ENSCINP00000034199	ENSCING00000018555	ENSCING00000018555	ENSCINP00000024336	ENSCINP00000034199	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	81	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000018555		ENSCING00000018555, Ciona intestinalis	ENSCING00000018555, Ciona intestinalis			ENSCINP00000034199			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000033378	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000033378|Gene=ENSCING00000022239|EnsemblGene=ENSCING00000022239|Protein=ENSCINP00000033378	ENSCING00000022239	ENSCING00000022239	ENSCINP00000024336	ENSCINP00000033378	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	250	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000022239		ENSCING00000022239, Ciona intestinalis	ENSCING00000022239, Ciona intestinalis			ENSCINP00000033378			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000009258	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000009258|Gene=ENSCING00000003442|EnsemblGene=ENSCING00000003442|Protein=ENSCINP00000009258	ENSCING00000003442	ENSCING00000003442	ENSCINP00000024336	ENSCINP00000009258	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	186	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000003442		ENSCING00000003442, Ciona intestinalis	ENSCING00000003442, Ciona intestinalis			ENSCINP00000009258			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000007044	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000007044|Gene=ENSCING00000013250|EnsemblGene=ENSCING00000013250|Protein=ENSCINP00000007044	ENSCING00000013250	ENSCING00000013250	ENSCINP00000024336	ENSCINP00000007044	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	255	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000013250		ENSCING00000013250, Ciona intestinalis	ENSCING00000013250, Ciona intestinalis			ENSCINP00000007044			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000021829	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000021829|Gene=ENSCING00000011421|EnsemblGene=ENSCING00000011421|Protein=ENSCINP00000021829	ENSCING00000011421	ENSCING00000011421	ENSCINP00000024336	ENSCINP00000021829	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	262	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000011421		ENSCING00000011421, Ciona intestinalis	ENSCING00000011421, Ciona intestinalis			ENSCINP00000021829			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000020875	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000020875|Gene=ENSCING00000016484|EnsemblGene=ENSCING00000016484|Protein=ENSCINP00000020875	ENSCING00000016484	ENSCING00000016484	ENSCINP00000024336	ENSCINP00000020875	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	259	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000016484		ENSCING00000016484, Ciona intestinalis	ENSCING00000016484, Ciona intestinalis			ENSCINP00000020875			F6VSM6							F6VSM6	AF-F6VSM6-F1			
ciona_intestinalis	ciona_intestinalis__ENSCINP00000023012	ciona_intestinalis|ProteinRecordID=ciona_intestinalis__ENSCINP00000023012|Gene=ENSCING00000012291|EnsemblGene=ENSCING00000012291|Protein=ENSCINP00000023012	ENSCING00000012291	ENSCING00000012291	ENSCINP00000024336	ENSCINP00000023012	ortholog_many2many	Opisthokonta	other_vertebrates	Chordata	other_vertebrates	False	False	256	ok	ensembl							ciona intestinalis		Ciona intestinalis	ENSCING00000012291		ENSCING00000012291, Ciona intestinalis	ENSCING00000012291, Ciona intestinalis			ENSCINP00000023012			F6VSM6							F6VSM6	AF-F6VSM6-F1			
